model_name,overall_score,param_significance_score,info_criteria_score,residual_diag_score,stability_score,sign_bias_score,gof_score,garch_type,garch_p,garch_q,arma_p,arma_d,arma_q,distribution,loglikelihood,AIC,BIC,mu_estimate,mu_p_value,ar1_estimate,ar1_p_value,ma1_estimate,ma1_p_value,omega_estimate,omega_p_value,alpha1_estimate,alpha1_p_value,beta1_estimate,beta1_p_value,beta2_estimate,beta2_p_value,shape_estimate,shape_p_value,ljung_box_res_p_value,ljung_box_sq_res_p_value,nyblom_joint_statistic,sign_bias_t_value,sign_bias_p_value,negative_sign_bias_t_value,negative_sign_bias_p_value,positive_sign_bias_t_value,positive_sign_bias_p_value,joint_effect_t_value,joint_effect_p_value,alpha2_estimate,alpha2_p_value,gamma1_estimate,gamma1_p_value,gamma2_estimate,gamma2_p_value,skew_estimate,skew_p_value,arch_lm_p_value,key_strengths
series_1_model_70_summary.txt,0.6690428379671637,0.2265625,0.1104064,0.2270161111111111,0.005057818652952665,0.1,8.203100000000001e-09,eGARCH,2.0,1.0,1.0,0.0,0.0,std,-3915.579,2.1671,2.1825,0.028208,2.9e-05,-0.075251,0.0,,,-0.022244,0.0,-0.248772,0.0,0.974793,0.0,,,5.235709,0.0,0.9342,0.008629,5.7097,0.7028,0.4822,0.8739,0.3822,0.6923,0.4888,1.2431,0.7427,0.086495,0.000427,0.037436,0.324514,0.160788,2.4e-05,,,,"Residual diagnostics (0.227), Parameter significance (0.227), Information criteria (0.110)"
series_2_model_57_summary.txt,0.6686091270568874,0.2125,0.1031504,0.1666668568277778,0.08629186194912457,0.1,8.279985e-09,eGARCH,1.0,2.0,0.0,0.0,0.0,norm,-4333.966,2.3964,2.4067,0.014408,0.208786,,,,,8.6e-05,0.984437,0.053339,1.3e-05,0.794962,0.0,0.172278,0.0,,,2.341e-07,0.2608,2.2329,1.129,0.2588,1.563,0.1181,1.081,0.2797,3.658,0.3008,,,0.29481,0.0,,,,,,"Parameter significance (0.212), Residual diagnostics (0.167), Information criteria (0.103)"
series_1_model_56_summary.txt,0.6681366166454767,0.203125,0.108032,0.25,0.010289616645476682,0.09669,1.62022e-25,eGARCH,2.0,1.0,1.0,0.0,1.0,norm,-4050.004,2.2413,2.2567,0.007651,0.387214,-0.000688,0.975711,-0.081978,0.001312,-0.011952,0.002995,-0.179142,0.0,0.962403,0.0,,,,,0.4368,0.6157,4.9995,2.0207,0.04338,0.9898,0.32233,0.1683,0.86636,4.7834,0.18836,0.039339,0.101206,0.125288,0.000165,0.100707,0.005814,,,,"Residual diagnostics (0.250), Parameter significance (0.203), Information criteria (0.108)"
series_2_model_134_summary.txt,0.667950925082371,0.25,0.09678560000000001,0.16668619516111108,0.033460629921259845,0.1,0.0210185,gjrGARCH,2.0,1.0,1.0,0.0,0.0,sstd,-4684.015,2.5919,2.609,0.074673,0.0,0.197522,0.0,,,0.061597,0.0,0.029711,0.0,0.931343,0.0,,,2.454396,0.0,3.512e-05,0.4278,1.9734,1.12382,0.2612,0.70922,0.4782,0.09862,0.9214,4.35649,0.2255,0.03899,0.0,-0.690267,0.0,-0.122506,0.0,1.029547,0.0,,"Parameter significance (0.250), Residual diagnostics (0.167), Symmetric effects (0.100)"
series_1_model_78_summary.txt,0.6677601376711417,0.22916666666666666,0.1103664,0.22744166666666665,0.0007853979822585351,0.1,6.3555500000000005e-09,eGARCH,2.0,2.0,1.0,0.0,0.0,std,-3915.372,2.1675,2.1846,0.028098,1.3e-05,-0.075287,0.0,,,-0.021695,0.0,-0.251445,0.0,0.999993,0.0,-0.02467,0.0,5.240018,0.0,0.9346,0.009395,7.7922,0.6926,0.4886,0.8867,0.3753,0.7216,0.4706,1.3076,0.7273,0.093708,0.000434,0.037037,0.352845,0.15666,0.000108,,,,"Parameter significance (0.229), Residual diagnostics (0.227), Information criteria (0.110)"
series_2_model_135_summary.txt,0.6667937234033247,0.25,0.0994448,0.18502387222222225,0.01934055118110236,0.0629845,0.05,gjrGARCH,2.0,1.0,0.0,0.0,1.0,sstd,-4533.439,2.5088,2.5259,0.029422,0.0,,,0.194255,0.0,0.004237,0.0,0.048315,0.0,0.885099,0.0,,,2.919883,0.0,0.02618,0.4265,2.2125,0.2579,0.796516,0.2006,0.840998,2.725,0.006462,9.8919,0.019507,0.017955,0.0,-0.453247,0.0,-0.205439,0.0,1.003878,0.0,,"Parameter significance (0.250), Residual diagnostics (0.185), Information criteria (0.099)"
series_1_model_7_summary.txt,0.6667084738576698,0.25,0.10695679999999999,0.25,0.009236243857669827,0.05051543000000001,5.169949999999999e-30,sGARCH,2.0,1.0,0.0,0.0,1.0,norm,-4118.523,2.2775,2.2877,0.033369,0.000392,,,-0.078188,1.2e-05,0.024272,0.0,0.101294,0.0,0.793853,0.0,,,,,0.3189,0.4585,4.4675,3.2878,0.001019,0.1874,0.8514,1.2855,0.1987,25.5481,1.186e-05,0.081035,0.000766,,,,,,,,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.107)"
series_1_model_6_summary.txt,0.666543235675887,0.25,0.10695520000000001,0.25,0.009076015675887054,0.050512020000000005,1.7634825e-29,sGARCH,2.0,1.0,1.0,0.0,0.0,norm,-4118.596,2.2775,2.2878,0.033354,0.000426,-0.077513,1.3e-05,,,0.024236,0.0,0.101615,0.0,0.793961,0.0,,,,,0.3383,0.4616,4.485,3.2899,0.001012,0.1862,0.8523,1.2792,0.2009,25.5172,1.204e-05,0.080668,0.000821,,,,,,,,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.107)"
series_1_model_126_summary.txt,0.6648513257180599,0.25,0.10342240000000001,0.22034333333333334,0.036978449392226664,0.0540755,3.1642992500000005e-05,gjrGARCH,2.0,2.0,1.0,0.0,0.0,std,-4308.36,2.3845,2.4016,0.019489,0.0,-0.04106,0.0,,,0.188385,0.0,0.148977,0.0,0.453546,0.0,0.397801,0.0,2.628347,0.0,0.051474,0.1092,3.9403,2.901,0.003738,1.067,0.28586,0.489,0.624876,13.106,0.004413,0.048764,0.0,-0.379582,0.0,-1.0,0.0,,,,"Parameter significance (0.250), Residual diagnostics (0.220), Information criteria (0.103)"
series_1_model_136_summary.txt,0.664088320287271,0.25,0.10313440000000001,0.1502555555567789,0.07186111473049211,0.081635,0.0072022499999999995,gjrGARCH,2.0,1.0,1.0,0.0,1.0,sstd,-4322.088,2.3926,2.4115,0.018717,0.0,-0.19294,0.0,0.058532,0.0,0.175345,0.0,0.131489,0.0,0.901457,0.0,,,2.402466,0.0,2.202e-12,0.02046,3.4859,2.3048,0.02123,0.8317,0.40563,0.3631,0.71658,8.2008,0.04204,0.058549,0.0,-0.559494,0.0,-0.691822,0.0,0.921126,0.0,,"Parameter significance (0.250), Residual diagnostics (0.150), Information criteria (0.103)"
series_1_model_65_summary.txt,0.6627524654905786,0.25,0.1102288,0.16719355555555557,0.035330100080323126,0.1,9.8547e-09,eGARCH,1.0,1.0,0.0,0.0,0.0,std,-3933.365,2.1752,2.1855,0.022652,0.100532,,,,,-0.021557,2e-06,-0.186768,0.0,0.976241,0.0,,,5.254441,0.0,0.0002072,0.2045,3.1259,1.2167,0.22381,1.6711,0.09479,0.6468,0.51782,4.2487,0.23583,,,0.182551,0.0,,,,,0.555,"Parameter significance (0.250), Residual diagnostics (0.167), Information criteria (0.110)"
series_3_model_32_summary.txt,0.6602283525185463,0.1875,0.19635120000000003,0.20477555555555557,0.009191096962990588,0.06241050000000001,9.259e-22,sGARCH,2.0,2.0,1.0,0.0,1.0,std,948.3078,-0.51867,-0.50328,-0.406869,0.004712,0.981959,0.0,-0.089167,0.0,0.00804,0.000179,0.128744,1.5e-05,0.421987,0.13941,0.173704,0.404634,4.310295,0.0,0.756079,0.9911,5.1124,2.3231,0.02023,0.5524,0.580711,0.3681,0.712833,13.0212,0.004591,0.113003,0.059354,,,,,,,,"Residual diagnostics (0.205), Information criteria (0.196), Parameter significance (0.188)"
series_1_model_52_summary.txt,0.6589643659893778,0.21875,0.10805120000000001,0.25,0.014763165989377729,0.0674,1.3514449999999998e-24,eGARCH,1.0,1.0,1.0,0.0,1.0,norm,-4053.994,2.2424,2.2544,0.008384,0.323066,-0.131194,0.002502,0.055712,0.200069,-0.011088,0.002668,-0.145204,0.0,0.966132,0.0,,,,,0.6822,0.6492,4.2185,2.4464,0.01448,1.5213,0.12827,0.6403,0.52205,9.8026,0.02032,,,0.207648,0.0,,,,,0.5918,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.108)"
series_1_model_77_summary.txt,0.6580005146644895,0.234375,0.1101856,0.16714022222222225,0.046299691319117306,0.1,1.12315e-09,eGARCH,2.0,2.0,0.0,0.0,0.0,std,-3928.145,2.174,2.1894,0.023287,0.006263,,,,,-0.040982,0.0,-0.160347,0.0,0.134446,0.063198,0.820213,0.0,5.319468,0.0,0.0001944,0.05733,3.4955,1.5111,0.1308,1.1861,0.2357,0.5238,0.6005,4.2133,0.2393,-0.186225,0.0,0.145135,2.6e-05,0.202567,0.0,,,,"Parameter significance (0.234), Residual diagnostics (0.167), Information criteria (0.110)"
series_1_model_73_summary.txt,0.657033710396966,0.25,0.11017280000000002,0.167185,0.029675900756766075,0.1,9.6402e-09,eGARCH,1.0,2.0,0.0,0.0,0.0,std,-3933.888,2.1761,2.1881,0.023107,0.004458,,,,,-0.021275,0.0,-0.182797,0.0,0.999996,0.0,-0.023404,0.0,5.248475,0.0,0.0002046,0.1904,3.5203,1.4202,0.15563,1.7025,0.08875,0.5788,0.56278,4.7287,0.19277,,,0.179812,0.0,,,,,,"Parameter significance (0.250), Residual diagnostics (0.167), Information criteria (0.110)"
series_1_model_144_summary.txt,0.6570217314586005,0.25,0.10241120000000002,0.17995661111119454,0.039966247847405954,0.084205,0.00048267249999999997,gjrGARCH,2.0,2.0,1.0,0.0,1.0,sstd,-4360.519,2.4144,2.4349,0.036299,0.0,-0.080437,0.0,0.003619,0.0,0.246416,0.0,0.236891,0.0,0.32525,0.0,0.558951,0.0,2.359988,0.0,0.05299,0.02359,4.2826,2.0816,0.03745,0.8011,0.42311,0.8514,0.39459,8.8781,0.03096,0.042221,0.0,-0.713725,0.0,-1.0,0.0,0.946624,0.0,,"Parameter significance (0.250), Residual diagnostics (0.180), Information criteria (0.102)"
series_2_model_49_summary.txt,0.6569941394541637,0.203125,0.10318560000000002,0.16666680625555555,0.08448172967291069,0.099535,3.525697499999999e-09,eGARCH,1.0,1.0,0.0,0.0,0.0,norm,-4334.51,2.3962,2.4047,0.014881,0.194,,,,,-0.000422,0.913807,0.047399,1.3e-05,0.969781,0.0,,,,,1.726e-07,0.07957,2.0441,1.226,0.22027,1.9687,0.04907,0.7294,0.46583,4.4214,0.21941,,,0.261467,0.0,,,,,0.8816,"Parameter significance (0.203), Residual diagnostics (0.167), Information criteria (0.103)"
series_1_model_132_summary.txt,0.6556874085346667,0.2265625,0.1106496,0.23626666666666665,0.035052091868000124,0.028834049999999996,0.018322500000000002,gjrGARCH,1.0,1.0,1.0,0.0,1.0,sstd,-3901.795,2.1595,2.1749,0.008898,0.311983,0.496601,0.000842,-0.571474,6.1e-05,0.014239,0.0,0.000476,0.967779,0.867855,0.0,,,5.654037,0.0,0.50209,0.9821,3.7738,3.3027,0.0009669,2.7356,0.0062562,0.7653,0.4441258,17.9757,0.000445,,,0.229871,0.0,,,0.829747,0.0,0.6561,"Residual diagnostics (0.236), Parameter significance (0.227), Information criteria (0.111)"
series_1_model_22_summary.txt,0.6535102711854274,0.25,0.1092672,0.23526111111111112,0.007891098042791178,0.051090844999999996,1.7031524999999997e-08,sGARCH,2.0,1.0,1.0,0.0,0.0,std,-3985.157,2.2044,2.2164,0.048369,0.0,-0.075818,2e-06,,,0.017522,7e-06,0.072708,0.000973,0.801808,0.0,,,4.883251,0.0,0.3312,0.02347,4.8449,3.07006,0.002156,0.02954,0.9764,1.27462,0.2025,23.94155,2.569e-05,0.124484,6e-05,,,,,,,,"Parameter significance (0.250), Residual diagnostics (0.235), Information criteria (0.109)"
series_3_model_22_summary.txt,0.6535028436226558,0.21875,0.1962168,0.16675737677777827,0.015205166844877525,0.0565735,2.9856845e-17,sGARCH,2.0,1.0,1.0,0.0,0.0,std,935.6091,-0.51276,-0.50079,-0.406869,0.003625,0.979715,0.0,,,0.006827,2.4e-05,0.153016,2e-06,0.659591,0.0,,,4.288436,0.0,0.0001629,0.823,4.189,2.6089,0.00912,0.5148,0.60673,1.0078,0.313608,13.3022,0.004027,0.05225,0.267648,,,,,,,,"Parameter significance (0.219), Information criteria (0.196), Residual diagnostics (0.167)"
series_1_model_23_summary.txt,0.6526970886216993,0.25,0.1092736,0.2343222222222222,0.008156664262977169,0.05094458000000001,2.21365e-08,sGARCH,2.0,1.0,0.0,0.0,1.0,std,-3984.769,2.2042,2.2162,0.048476,0.0,,,-0.078475,1e-06,0.017529,7e-06,0.072164,0.001033,0.801776,0.0,,,4.879998,0.0,0.2622,0.02178,4.8118,3.1128,0.001868,0.0182,0.9855,1.2674,0.2051,24.3452,2.116e-05,0.12506,5.4e-05,,,,,,,,"Parameter significance (0.250), Residual diagnostics (0.234), Information criteria (0.109)"
series_2_model_8_summary.txt,0.6523670240724835,0.15625,0.103248,0.25,0.04286841441748345,0.1,6.09655e-07,sGARCH,2.0,1.0,1.0,0.0,1.0,norm,-4325.835,2.3925,2.4045,-0.001122,0.926586,-0.17258,0.325316,0.251132,0.144849,0.020415,3.3e-05,0.131699,0.0,0.85133,0.0,,,,,0.3052,0.4482,3.1525,1.288,0.1978,0.7567,0.4493,0.5436,0.5867,1.678,0.6418,0.0,0.999998,,,,,,,,"Residual diagnostics (0.250), Parameter significance (0.156), Information criteria (0.103)"
series_1_model_93_summary.txt,0.6523545097180556,0.22916666666666666,0.1106608,0.1637453888888889,0.04614715416250009,0.1,0.0026345,eGARCH,2.0,2.0,0.0,0.0,0.0,sstd,-3898.605,2.1583,2.1754,-0.003946,0.680057,,,,,-0.030433,0.000281,-0.172198,0.0,0.150533,0.173108,0.796939,0.0,5.846009,0.0,0.0003023,0.04316,3.7188,1.8756,0.06079,1.3112,0.18986,0.3084,0.75778,5.2333,0.15549,-0.179998,1e-06,0.133943,0.000801,0.202191,0.0,0.83815,0.0,,"Parameter significance (0.229), Residual diagnostics (0.164), Information criteria (0.111)"
series_3_model_26_summary.txt,0.6520537213608584,0.21875,0.1962056,0.16679732038889158,0.01524780097196681,0.055053,2.5506525e-17,sGARCH,1.0,2.0,1.0,0.0,0.0,std,934.9714,-0.51241,-0.50044,-0.406869,0.003468,0.979731,0.0,,,0.005709,0.0,0.177549,0.0,0.709598,2e-06,0.0,0.999999,4.290772,0.0,0.0002345,0.5776,4.1862,2.6833,0.007324,0.6612,0.508528,1.4244,0.154411,14.0921,0.002782,,,,,,,,,,"Parameter significance (0.219), Information criteria (0.196), Residual diagnostics (0.167)"
series_1_model_99_summary.txt,0.651516903215457,0.25,0.10784320000000001,0.25,0.008007153215456997,0.03566655,2.297265e-26,gjrGARCH,1.0,1.0,0.0,0.0,1.0,norm,-4068.328,2.2498,2.26,0.008553,0.376878,,,-0.072856,7.4e-05,0.019395,0.0,0.030407,0.005381,0.844913,0.0,,,,,0.5199,0.2517,4.6103,3.2638,0.0011094,2.3305,0.0198342,0.9767,0.3287748,18.2561,0.0003895,,,0.195495,0.0,,,,,0.4367,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.108)"
series_1_model_98_summary.txt,0.650503192230852,0.25,0.107848,0.25,0.008354792230851954,0.0343004,5.208375e-27,gjrGARCH,1.0,1.0,1.0,0.0,0.0,norm,-4068.093,2.2496,2.2599,0.008358,0.388558,-0.074787,5.7e-05,,,0.019407,0.0,0.030139,0.005747,0.844778,0.0,,,,,0.4586,0.2577,4.5678,3.3809,0.0007302,2.3751,0.017597,0.9143,0.36061,18.9985,0.0002736,,,0.196446,0.0,,,,,0.4364,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.108)"
series_3_model_16_summary.txt,0.6500322450974261,0.19642857142857142,0.19195104000000002,0.1946709888888889,0.006911144779965637,0.060070500000000006,9.3191775e-49,sGARCH,2.0,2.0,1.0,0.0,1.0,norm,696.7497,-0.38031,-0.36663,-0.406869,0.006483,0.986481,0.0,-0.097532,2e-06,0.007832,2e-06,0.158403,0.0,0.66299,0.001304,0.0,0.999999,,,0.598,0.6962,5.1875,2.4236,0.015415,0.5477,0.58393,0.6472,0.517553,12.9589,0.004726,0.005244,0.905866,,,,,,,,"Parameter significance (0.196), Residual diagnostics (0.195), Information criteria (0.192)"
series_1_model_87_summary.txt,0.6490969677038274,0.19444444444444445,0.1109456,0.22557555555555556,0.007718617703827431,0.1,0.010412749999999998,eGARCH,2.0,1.0,0.0,0.0,1.0,sstd,-3882.541,2.1494,2.1665,0.00236,0.754073,,,-0.081361,0.0,-0.016927,0.07605,-0.241418,0.0,0.971677,0.0,,,5.856728,0.0,0.5886,0.006036,5.507,1.1081,0.2679,0.9206,0.3573,0.8433,0.3991,1.7316,0.6299,0.078213,0.084311,0.030935,0.581843,0.161117,0.014485,0.829998,0.0,,"Residual diagnostics (0.226), Parameter significance (0.194), Information criteria (0.111)"
series_1_model_131_summary.txt,0.6476121576252103,0.22321428571428573,0.11066559999999999,0.25,0.012095521910924594,0.030761499999999997,0.020875249999999998,gjrGARCH,1.0,1.0,0.0,0.0,1.0,sstd,-3903.506,2.1599,2.1735,0.004771,0.59921,,,-0.079638,4e-06,0.014667,0.0,0.0,0.99998,0.861834,0.0,,,5.69485,0.0,0.3575,0.9756,4.6278,3.0079,0.002648,2.6654,0.007723,0.8512,0.394716,15.9668,0.001152,,,0.247552,0.0,,,0.836823,0.0,0.5608,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.111)"
series_1_model_38_summary.txt,0.6431916765669982,0.25,0.10959840000000001,0.21502222222222223,0.015836783344776013,0.05022724350000001,0.0025070275,sGARCH,2.0,1.0,1.0,0.0,0.0,sstd,-3963.954,2.1932,2.2069,0.026934,0.002425,-0.091196,0.0,,,0.016099,4e-06,0.068675,0.000788,0.805399,0.0,,,5.435736,0.0,0.07238,0.01483,4.3583,3.5116,0.0004509,0.1265,0.8994,1.2,0.2302,28.0258,3.587e-06,0.121757,3e-05,,,,,0.863558,0.0,,"Parameter significance (0.250), Residual diagnostics (0.215), Information criteria (0.110)"
series_1_model_89_summary.txt,0.6427557741139837,0.22321428571428573,0.110656,0.1679126111111111,0.036079877288586804,0.1,0.004893,eGARCH,1.0,2.0,0.0,0.0,0.0,sstd,-3904.047,2.1602,2.1738,-0.004407,0.646155,,,,,-0.015993,0.000256,-0.190145,0.0,0.978988,0.0,-0.006827,0.525617,5.778572,0.0,0.0004084,0.2107,3.5349,1.8067,0.0709,1.839,0.066,0.4148,0.6783,5.8823,0.1175,,,0.177616,0.0,,,0.837841,0.0,,"Parameter significance (0.223), Residual diagnostics (0.168), Information criteria (0.111)"
series_3_model_14_summary.txt,0.6421845372641022,0.1875,0.19179408,0.1667060933722222,0.004274363891879954,0.09191,4.759225000000001e-48,sGARCH,2.0,2.0,1.0,0.0,0.0,norm,685.313,-0.37455,-0.36258,-0.406869,0.006541,0.984456,0.0,,,0.007939,2e-06,0.16057,0.0,0.662168,0.001129,0.0,0.999999,,,7.095e-05,0.8219,5.458,1.666,0.0958,0.8733,0.38257,0.4017,0.68792,8.6831,0.03382,0.002098,0.961817,,,,,,,,"Information criteria (0.192), Parameter significance (0.188), Residual diagnostics (0.167)"
series_1_model_8_summary.txt,0.64210105017241,0.25,0.10692800000000001,0.22332333333333332,0.01125525683907673,0.05059446,5.573000000000001e-32,sGARCH,2.0,1.0,1.0,0.0,1.0,norm,-4117.569,2.2775,2.2895,0.035379,4.1e-05,0.658834,0.000151,-0.720094,7e-06,0.024666,0.0,0.098707,0.0,0.793263,0.0,,,,,0.912619,0.4492,4.4898,3.2472,0.001176,0.2675,0.7891,1.3671,0.1717,25.3699,1.292e-05,0.083382,0.000493,,,,,,,,"Parameter significance (0.250), Residual diagnostics (0.223), Information criteria (0.107)"
series_1_model_60_summary.txt,0.6408615900240703,0.20535714285714285,0.10799840000000001,0.25,0.011811047166927545,0.06569499999999999,6.789099999999999e-25,eGARCH,1.0,2.0,1.0,0.0,1.0,norm,-4054.46,2.2432,2.2569,0.008241,0.270324,-0.129706,0.024028,0.054905,0.35358,-0.010872,0.001907,-0.140883,0.0,0.999999,0.0,-0.03319,0.03761,,,0.7047,0.7226,4.6516,2.4788,0.01323,1.4438,0.14888,0.6432,0.52017,10.0485,0.01816,,,0.20272,0.0,,,,,,"Residual diagnostics (0.250), Parameter significance (0.205), Information criteria (0.108)"
series_1_model_130_summary.txt,0.6407895816467728,0.22321428571428573,0.11065760000000001,0.25,0.010859445932486961,0.030856999999999996,0.01520125,gjrGARCH,1.0,1.0,1.0,0.0,0.0,sstd,-3903.971,2.1601,2.1738,0.004238,0.642944,-0.075956,6e-06,,,0.014757,0.0,0.0,0.999984,0.860882,0.0,,,5.696524,0.0,0.4643,0.9751,4.7356,2.986,0.002846,2.669,0.007633,0.851,0.394818,15.819,0.001235,,,0.250102,0.0,,,0.838119,0.0,0.5411,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.111)"
series_3_model_122_summary.txt,0.6401506089793495,0.22321428571428573,0.19691472,0.16673216507777786,0.0073304381872860026,0.045959,6.36311405825e-19,gjrGARCH,1.0,2.0,1.0,0.0,0.0,std,977.6592,-0.53543,-0.52174,-0.40687,0.0,0.97943,0.0,,,0.00497,0.0,0.242,0.0,0.77384,0.0,0.0,0.98861,4.39167,0.0,0.0001178,0.3575,5.1286,3.021,0.002534,1.142,0.253488,2.286,0.022339,10.187,0.017045,,,-0.29071,0.0,,,,,,"Parameter significance (0.223), Information criteria (0.197), Residual diagnostics (0.167)"
series_1_model_14_summary.txt,0.637856789009862,0.21875,0.10693280000000001,0.25,0.011762721009861999,0.050411268,1.7711179999999998e-28,sGARCH,2.0,2.0,1.0,0.0,0.0,norm,-4117.33,2.2774,2.2893,0.034059,0.000334,-0.076512,1.7e-05,,,0.035402,0.0,0.107057,0.0,0.173073,0.216932,0.521003,2.3e-05,,,0.3729,0.536,4.4457,3.3511,0.0008133,0.2522,0.8009,1.2905,0.197,26.0667,9.236e-06,0.163605,0.0,,,,,,,,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.107)"
series_1_model_15_summary.txt,0.6378554077225371,0.21875,0.10693440000000001,0.25,0.011746264722537186,0.05042474300000001,4.4430575000000006e-29,sGARCH,2.0,2.0,0.0,0.0,1.0,norm,-4117.268,2.2773,2.2893,0.034094,0.000305,,,-0.077126,1.6e-05,0.035418,0.0,0.106767,0.0,0.174075,0.214608,0.520153,2.4e-05,,,0.3544,0.5341,4.4471,3.342,0.0008402,0.254,0.7995,1.305,0.1919,26.055,9.286e-06,0.163687,0.0,,,,,,,,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.107)"
series_1_model_20_summary.txt,0.6376414558501922,0.25,0.109248,0.19837744616666667,0.03012439456243275,0.049891615,1.210927e-10,sGARCH,1.0,1.0,1.0,0.0,1.0,std,-3986.305,2.205,2.217,0.050644,0.0,0.801007,0.0,-0.857709,0.0,0.012235,7e-06,0.15288,0.0,0.84612,0.0,,,4.861881,0.0,0.8579,0.5556,3.5053,2.891,0.003869,1.435,0.1513,1.997,0.04588,23.344,3.423e-05,,,,,,,,,0.8095,"Parameter significance (0.250), Residual diagnostics (0.198), Information criteria (0.109)"
series_1_model_114_summary.txt,0.6363142987924825,0.21875,0.11017280000000002,0.25,0.013278355374482517,0.044113,1.4341800000000002e-07,gjrGARCH,1.0,1.0,1.0,0.0,0.0,std,-3933.936,2.1761,2.1881,0.029627,0.00049,-0.066833,6.3e-05,,,0.013952,0.0,0.0,0.99999,0.858013,0.0,,,5.123601,0.0,0.9435,0.9862,4.3245,2.4239,0.015405,2.408,0.016088,0.9536,0.340365,12.1985,0.006733,,,0.253572,0.0,,,,,0.5166,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.110)"
series_1_model_115_summary.txt,0.6342608264954642,0.21875,0.1101744,0.25,0.013630845745764217,0.0417055,8.07497e-08,gjrGARCH,1.0,1.0,0.0,0.0,1.0,std,-3933.847,2.1761,2.188,0.029956,0.000408,,,-0.067671,5.8e-05,0.013937,0.0,0.0,0.999989,0.858261,0.0,,,5.117734,0.0,0.9118,0.9924,4.2983,2.492,0.012749,2.435,0.01494,0.925,0.355023,12.549,0.005722,,,0.252748,0.0,,,,,0.5245,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.110)"
series_2_model_37_summary.txt,0.6335609741131902,0.21875,0.10542240000000001,0.1666673797777778,0.015599444335412408,0.1,0.02712175,sGARCH,2.0,1.0,0.0,0.0,0.0,sstd,-4202.765,2.3246,2.3365,0.008876,0.441837,,,,,0.018338,0.002537,0.112558,2e-06,0.868129,0.0,,,6.053216,0.0,8.271e-07,0.1937,4.1634,1.3657,0.1721,1.2085,0.2269,0.0903,0.9281,2.5045,0.4745,0.0,0.999996,,,,,1.030864,0.0,,"Parameter significance (0.219), Residual diagnostics (0.167), Information criteria (0.105)"
series_2_model_61_summary.txt,0.6332581841558573,0.14285714285714285,0.10311520000000002,0.16666701970555553,0.12061881624998394,0.1,5.343175e-09,eGARCH,2.0,2.0,0.0,0.0,0.0,norm,-4330.807,2.3958,2.4095,0.01661,0.150015,,,,,-3.2e-05,0.992405,0.009521,0.678466,0.999999,0.0,-0.025471,0.163479,,,4.248e-07,0.4644,2.328,1.249,0.2117,0.7611,0.4467,0.8142,0.4156,1.6854,0.6402,0.041549,0.065948,0.30467,0.0,-0.076621,0.025089,,,,"Residual diagnostics (0.167), Parameter significance (0.143), Parameter stability (0.121)"
series_1_model_42_summary.txt,0.633249865080386,0.22321428571428573,0.10945120000000003,0.25,5.817616100331646e-06,0.050109774499999996,0.0004687872499999999,sGARCH,1.0,2.0,1.0,0.0,0.0,sstd,-3972.238,2.1978,2.2115,0.027082,0.002546,-0.090029,0.0,,,0.010845,2.2e-05,0.149251,0.0,0.849288,0.0,1e-06,0.999997,5.435973,0.0,0.1347,0.6319,12.2675,3.701,0.0002179,1.58,0.1141,1.742,0.08159,29.632,1.649e-06,,,,,,,0.866515,0.0,,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.109)"
series_1_model_143_summary.txt,0.6320278636325267,0.25,0.1020848,0.11357278901977778,0.07948237461274887,0.0368879,0.05,gjrGARCH,2.0,2.0,0.0,0.0,1.0,sstd,-4381.475,2.4254,2.4443,0.005004,0.0,,,-0.172298,0.0,0.066777,0.0,0.067179,0.0,0.427654,0.0,0.445838,0.0,2.775473,0.0,1.502e-05,0.005842,3.3851,2.287,0.0222466,3.322,0.0009036,1.552,0.1208658,17.257,0.0006256,0.04143,0.0,-0.518392,0.0,-0.597732,0.0,0.897402,0.0,,"Parameter significance (0.250), Residual diagnostics (0.114), Information criteria (0.102)"
series_2_model_125_summary.txt,0.6300178879943877,0.1328125,0.10544320000000001,0.16666887427777777,0.09985661370733247,0.1,0.025236700009277503,gjrGARCH,2.0,2.0,0.0,0.0,0.0,std,-4196.477,2.3222,2.3376,0.010317,0.355649,,,,,0.016267,0.095335,0.132428,0.000645,0.784109,0.021463,0.094411,0.739396,6.164235,0.0,2.424e-06,0.5711,2.7269,1.3795,0.1678,0.5969,0.5506,0.5044,0.614,1.9625,0.5802,0.0,0.999996,0.012491,0.78781,-0.069765,0.172689,,,,"Residual diagnostics (0.167), Parameter significance (0.133), Information criteria (0.105)"
